"Hot Spots - Method","Self time [%]","Self time","Invocations"
"org.apache.log4j.Hierarchy.isDisabled(int)","0.0022403956","45.273 ms","371282"
"scala.Option$.apply(Object)","0.0022255497","44.973 ms","411231"
"org.eclipse.jetty.io.nio.ChannelEndPoint.flush(org.eclipse.jetty.io.Buffer, org.eclipse.jetty.io.Buffer, org.eclipse.jetty.io.Buffer)","0.002224461","44.951 ms","25492"
"cc.spray.http.parser.AcceptHeader$$anonfun$ACCEPT$1$$anonfun$apply$1.apply(scala.collection.immutable.List)","0.0022239662","44.941 ms","137233"
"cc.spray.http.HttpHeaders$Accept.<init>(scala.collection.Seq)","0.0022200567","44.862 ms","137233"
"cc.spray.directives.SprayRoute$$anonfun$fromRouting$1.apply(Object)","0.0022001136","44.459 ms","101793"
"org.eclipse.jetty.server.AsyncContinuation.isInitial()","0.0021976393","44.409 ms","137226"
"cc.spray.http.parser.AcceptHeader$$anonfun$ACCEPT$1$$anonfun$apply$1.apply(Object)","0.0021938288","44.332 ms","137234"
"org.eclipse.jetty.http.AbstractGenerator.complete()","0.0021798739","44.05 ms","137231"
"org.eclipse.jetty.server.HttpConnection.commitResponse(boolean)","0.0021633948","43.717 ms","50878"
"cc.spray.connectors.ConnectorServlet$$anonfun$responderFor$1.<init>(cc.spray.connectors.ConnectorServlet, javax.servlet.http.HttpServletRequest, scala.Function1)","0.0021580008","43.608 ms","137233"
"cc.spray.utils.package$.pimpProduct(scala.Product)","0.0021477076","43.4 ms","76347"
"cc.spray.directives.PathDirectives$$anonfun$pathFilter$1$$anonfun$apply$1.apply(cc.spray.RequestContext)","0.0021182632","42.805 ms","50898"
"cc.spray.directives.MiscDirectives$RouteConcatenation$$anonfun$$tilde$1.apply(Object)","0.00209159","42.266 ms","127241"
"cc.spray.RequestContext$$anonfun$withRoutingResultTransformed$1.apply(cc.spray.RoutingResult)","0.002079961","42.031 ms","50896"
"cc.spray.RequestContext.withRoutingResultTransformed(scala.Function1)","0.002057791","41.583 ms","50898"
"org.eclipse.jetty.io.nio.SelectorManager$SelectSet.cancelTimeout(org.eclipse.jetty.util.thread.Timeout.Task)","0.0020571477","41.57 ms","162577"
"org.eclipse.jetty.io.AbstractBuffer.isReadOnly()","0.0020556136","41.539 ms","326266"
"org.eclipse.jetty.util.thread.QueuedThreadPool.dispatch(Runnable)","0.00202513","40.923 ms","25290"
"me.prettyprint.cassandra.connection.ConcurrentHClientPool.borrowClient()","0.0020134512","40.687 ms","25449"
"org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(Runnable)","0.0020117192","40.652 ms","23063"
"scala.collection.immutable.Stack.isEmpty()","0.0019916277","40.246 ms","240115"
"org.eclipse.jetty.server.Response.isCommitted()","0.0019594121","39.595 ms","137232"
"org.eclipse.jetty.io.nio.DirectNIOBuffer.poke(int, byte[], int, int)","0.0019582245","39.571 ms","25440"
"org.eclipse.jetty.io.nio.DirectNIOBuffer.capacity()","0.0019516427","39.438 ms","299870"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.isProgressing()","0.0019479312","39.363 ms","276597"
"cc.spray.http.HttpHeaders$Connection.productPrefix()","0.0019387268","39.177 ms","136766"
"me.prettyprint.cassandra.connection.HConnectionManager.releaseClient(me.prettyprint.cassandra.connection.HThriftClient)","0.0019296708","38.994 ms","25449"
"me.prettyprint.cassandra.connection.ConcurrentHClientPool.addClientToPoolGently(me.prettyprint.cassandra.connection.HThriftClient)","0.0019181404","38.761 ms","25449"
"me.prettyprint.cassandra.connection.ConcurrentHClientPool.releaseClient(me.prettyprint.cassandra.connection.HThriftClient)","0.001918091","38.76 ms","25449"
"org.parboiled.scala.Input.<init>(char[], scala.Function1)","0.0019145774","38.689 ms","411237"
"org.apache.thrift.protocol.TBinaryProtocol.writeByte(byte)","0.0019033441","38.462 ms","381735"
"cc.spray.http.HttpHeaders$Host$.apply(String, scala.Option)","0.0018925065","38.243 ms","137234"
"org.apache.cassandra.thrift.SliceRange.write(org.apache.thrift.protocol.TProtocol)","0.0018805803","38.002 ms","25449"
"org.slf4j.helpers.MessageFormatter.getThrowableCandidate(Object[])","0.001874543","37.88 ms","144945"
"org.apache.cassandra.thrift.ColumnParent.write(org.apache.thrift.protocol.TProtocol)","0.0018704851","37.798 ms","25449"
"me.prettyprint.cassandra.model.KeyspaceOperationCallback.doInKeyspaceAndMeasure(me.prettyprint.cassandra.service.KeyspaceService)","0.0018608847","37.604 ms","25449"
"org.apache.cassandra.db.index.SecondaryIndexManager.getIndexesBackedByCfs()","0.0018598455","37.583 ms","8742"
"org.apache.thrift.transport.TMemoryInputTransport.read(byte[], int, int)","0.0018546495","37.478 ms","50898"
"cc.spray.http.StatusCode$.int2StatusCode(int)","0.00184015","37.185 ms","25454"
"cc.spray.connectors.ConnectorServlet$$anonfun$1.<init>(cc.spray.connectors.ConnectorServlet, javax.servlet.http.HttpServletRequest)","0.0018372798","37.127 ms","137233"
"org.apache.thrift.protocol.TBinaryProtocol.writeI32(int)","0.0018341622","37.064 ms","229041"
"scala.collection.mutable.HashTable$HashUtils$class.improve(scala.collection.mutable.HashTable.HashUtils, int)","0.0017993237","36.36 ms","437135"
"org.eclipse.jetty.server.CookieCutter.reset()","0.0017942761","36.258 ms","137226"
"org.apache.cassandra.thrift.SliceRange.<init>(java.nio.ByteBuffer, java.nio.ByteBuffer, boolean, int)","0.0017922967","36.218 ms","25449"
"org.apache.thrift.transport.TFramedTransport.readFrame()","0.0017847747","36.066 ms","25449"
"scala.runtime.BoxesRunTime.equalsNumObject(Number, Object)","0.0017842303","36.055 ms","101800"
"org.eclipse.jetty.server.AsyncContinuation.complete()","0.0017640895","35.648 ms","25451"
"cc.spray.directives.NumberMatcher$mcJ$sp.minusOne()","0.0017585965","35.537 ms","152694"
"cc.spray.http.HttpMessage.<init>()","0.0017571119","35.507 ms","162676"
"me.prettyprint.cassandra.service.KeyspaceServiceImpl$7.execute(org.apache.cassandra.thrift.Cassandra.Client)","0.001756617","35.497 ms","25449"
"org.eclipse.jetty.server.HttpConnection$RequestHandler.messageComplete(long)","0.0017514704","35.393 ms","137223"
"org.eclipse.jetty.util.component.AbstractLifeCycle.isRunning()","0.0017505797","35.375 ms","254682"
"cc.spray.http.HttpHeaders$Accept.productPrefix()","0.0017305872","34.971 ms","137233"
"cc.spray.directives.Combi$$anonfun$apply$3$$anonfun$apply$4.apply(scala.Tuple2)","0.0017302902","34.965 ms","76347"
"akka.util.ListenerManagement$class.hasListeners(akka.util.ListenerManagement)","0.001711337","34.582 ms","26023"
"org.eclipse.jetty.util.Scanner.scanFiles()","0.0017059925","34.474 ms","296"
"org.parboiled.matchers.ProxyMatcher.unwrap(org.parboiled.matchers.Matcher)","0.0016973818","34.3 ms","411237"
"org.eclipse.jetty.util.thread.QueuedThreadPool.idleJobPoll()","0.0016936704","34.225 ms","23033"
"org.eclipse.jetty.server.HttpConnection.getInputStream()","0.0016931755","34.215 ms","137230"
"org.apache.thrift.protocol.TBinaryProtocol.readAll(byte[], int, int)","0.001673183","33.811 ms","25449"
"org.eclipse.jetty.io.nio.SelectorManager$SelectSet.getNow()","0.0016611578","33.568 ms","137226"
"org.eclipse.jetty.io.PooledBuffers.getBuffer()","0.0016540318","33.424 ms","25440"
"org.eclipse.jetty.util.component.AbstractLifeCycle.getState()","0.0016376023","33.092 ms","137227"
"org.apache.cassandra.locator.AdaptiveLatencyTracker.iterator()","0.0016292392","32.923 ms","7608"
"org.apache.thrift.protocol.TBinaryProtocol.readMessageBegin()","0.0016257257","32.852 ms","25449"
"com.example.EvseService$$anonfun$2$$anonfun$apply$1.apply(cc.spray.RequestContext)","0.0016239441","32.816 ms","25449"
"scala.runtime.BoxesRunTime.boxToLong(long)","0.0016205296","32.747 ms","203592"
"org.eclipse.jetty.server.handler.ContextHandler.getBaseResource()","0.0016128097","32.591 ms","274452"
"me.prettyprint.cassandra.service.KeyspaceServiceImpl.operateWithFailover(me.prettyprint.cassandra.service.Operation)","0.001611424","32.563 ms","25449"
"org.eclipse.jetty.http.AbstractGenerator.setVersion(int)","0.0016111272","32.557 ms","137227"
"org.apache.cassandra.thrift.Cassandra$Client.get_slice(java.nio.ByteBuffer, org.apache.cassandra.thrift.ColumnParent, org.apache.cassandra.thrift.SlicePredicate, org.apache.cassandra.thrift.ConsistencyLevel)","0.0015910851","32.152 ms","25449"
"org.eclipse.jetty.server.HttpConnection$Output.close()","0.0015849983","32.029 ms","25438"
"cc.spray.connectors.ConnectorServlet$$anonfun$httpContent$1.<init>(cc.spray.connectors.ConnectorServlet, java.io.InputStream, scala.Option)","0.0015774764","31.877 ms","137222"
"org.eclipse.jetty.io.ByteArrayBuffer.poke(int, byte)","0.0015721319","31.769 ms","661426"
"org.eclipse.jetty.http.HttpURI.getQuery()","0.0015661935","31.649 ms","137232"
"me.prettyprint.cassandra.serializers.StringSerializer.fromByteBuffer(java.nio.ByteBuffer)","0.0015583747","31.491 ms","229041"
"me.prettyprint.cassandra.model.HColumnImpl.<init>(me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer)","0.0015376399","31.072 ms","76347"
"org.eclipse.jetty.server.Response.recycle()","0.0015366997","31.053 ms","137226"
"cc.spray.directives.MiscDirectives$RouteConcatenation$$anonfun$$tilde$1$$anonfun$apply$5.apply(Object)","0.0015297221","30.912 ms","127240"
"org.apache.thrift.protocol.TBinaryProtocol.writeMessageBegin(org.apache.thrift.protocol.TMessage)","0.0015170041","30.655 ms","25449"
"cc.spray.http.HttpResponse$.apply(cc.spray.http.StatusCode, scala.collection.immutable.List, cc.spray.http.HttpContent)","0.001506216","30.437 ms","25448"
"cc.spray.directives.NumberMatcher.apply(String)","0.0015001292","30.314 ms","25449"
"org.eclipse.jetty.io.AbstractBuffer.peek()","0.0014834524","29.977 ms","137228"
"org.eclipse.jetty.util.component.AbstractLifeCycle.isStarted()","0.0014814729","29.937 ms","137226"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.dispatch()","0.0014807306","29.922 ms","25356"
"org.eclipse.jetty.servlet.ServletHolder.getRegistration()","0.0014770686","29.848 ms","137226"
"me.prettyprint.cassandra.model.HColumnImpl.getValue()","0.00147405","29.787 ms","76347"
"org.eclipse.jetty.server.Request.getResponse()","0.0014662311","29.629 ms","137226"
"org.eclipse.jetty.server.HttpConnection.access$202(org.eclipse.jetty.server.HttpConnection, boolean)","0.0014589072","29.481 ms","137226"
"cc.spray.RequestContext.complete(cc.spray.http.HttpResponse)","0.001448218","29.265 ms","25454"
"org.eclipse.jetty.io.AbstractBuffer.put(byte[])","0.0014375785","29.05 ms","76252"
"akka.actor.ActorRef$class.isShutdown(akka.actor.ActorRef)","0.0014364898","29.028 ms","120059"
"org.eclipse.jetty.server.Request.takeNewContext()","0.0014248606","28.793 ms","137226"
"cc.spray.http.HttpHeaders$CustomHeader.<init>(String, String)","0.0014113012","28.519 ms","137234"
"akka.actor.LocalActorRef.dispatcher()","0.001406798","28.428 ms","189263"
"org.eclipse.jetty.server.Request.recoverNewSession(Object)","0.0014042741","28.377 ms","137226"
"org.eclipse.jetty.http.HttpGenerator.prepareBuffers()","0.0014030865","28.353 ms","188217"
"me.prettyprint.cassandra.model.thrift.ThriftSliceQuery.execute()","0.0013990286","28.271 ms","25449"
"org.eclipse.jetty.util.thread.Timeout$Task.unlink()","0.0013880922","28.05 ms","162573"
"org.eclipse.jetty.io.nio.SelectorManager$SelectSet$2.run()","0.0013876962","28.042 ms","2242"
"org.parboiled.scala.Parser$$anonfun$optional$1.apply(Object)","0.0013827477","27.942 ms","137234"
"org.apache.thrift.protocol.TBinaryProtocol.writeI16(short)","0.0013774526","27.835 ms","254490"
"org.apache.thrift.protocol.TBinaryProtocol.readI64()","0.0013678027","27.64 ms","76347"
"me.prettyprint.cassandra.service.Operation.executeAndSetResult(org.apache.cassandra.thrift.Cassandra.Client, me.prettyprint.cassandra.service.CassandraHost)","0.0013553322","27.388 ms","25449"
"cc.spray.http.HttpHeaders$Host$.apply(Object, Object)","0.0013513238","27.307 ms","137234"
"cc.spray.RequestContext.copy$default$1()","0.0013298467","26.873 ms","280491"
"scala.runtime.BoxesRunTime.eqTypeCode(Number)","0.0013279662","26.835 ms","203596"
"cc.spray.directives.SprayRoute.fromRouting(scala.Function1)","0.0013224238","26.723 ms","76347"
"cc.spray.directives.MarshallingDirectives$$anonfun$content$1.<init>(cc.spray.directives.MarshallingDirectives, cc.spray.typeconversion.Deserializer)","0.001321632","26.707 ms","25449"
"org.eclipse.jetty.server.HttpOutput.flush()","0.0013184649","26.643 ms","25438"
"me.prettyprint.cassandra.connection.RoundRobinBalancingPolicy.getPoolSafely(java.util.Collection)","0.0013141595","26.556 ms","25449"
"org.apache.thrift.protocol.TField.<init>(String, byte, short)","0.001312477","26.522 ms","508980"
"cc.spray.http.HttpHeaders$Connection.value()","0.0013112894","26.498 ms","25912"
"scala.runtime.BoxesRunTime.equals2(Object, Object)","0.0013040643","26.352 ms","50898"
"me.prettyprint.cassandra.model.ExecutingKeyspace.doExecute(me.prettyprint.cassandra.model.KeyspaceOperationCallback)","0.001299759","26.265 ms","25449"
"cc.spray.directives.SprayRoute1$$anonfun$apply$2.apply(scala.Tuple1)","0.0012994126","26.258 ms","25449"
"cc.spray.directives.SprayRoute0.apply(scala.Function1)","0.0012992147","26.254 ms","50898"
"org.apache.thrift.transport.TFramedTransport.isOpen()","0.0012982249","26.234 ms","50898"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotV.next()","0.001295998","26.189 ms","10776"
"cc.spray.HttpServiceActor$$anonfun$receive$1.apply(Object)","0.0012882781","26.033 ms","25449"
"org.eclipse.jetty.io.ByteArrayBuffer.poke(int, byte[], int, int)","0.0012879813","26.027 ms","76246"
"cc.spray.directives.Combi.apply(Object)","0.0012849132","25.965 ms","127245"
"org.apache.cassandra.locator.AdaptiveLatencyTracker.size()","0.0012790242","25.846 ms","15415"
"com.google.common.collect.Iterators$5.hasNext()","0.0012587843","25.437 ms","62958"
"scala.runtime.BoxesRunTime.equals(Object, Object)","0.0012519552","25.299 ms","101796"
"akka.util.SimpleLock.unlock()","0.0012494314","25.248 ms","119980"
"cc.spray.directives.MiscDirectives$RouteConcatenation$$anonfun$$tilde$1$$anonfun$apply$5.<init>(cc.spray.directives.MiscDirectives.RouteConcatenation..anonfun..tilde.1, cc.spray.RequestContext)","0.0012481448","25.222 ms","127241"
"org.eclipse.jetty.server.nio.SelectChannelConnector$ConnectorSelectorManager.dispatch(Runnable)","0.0012426022","25.11 ms","25290"
"cc.spray.HttpServiceLogic$class.withVerifiedResponse(cc.spray.HttpServiceLogic, cc.spray.http.HttpResponse, scala.Function1)","0.0012366639","24.99 ms","25448"
"me.prettyprint.cassandra.utils.Assert.notNull(Object, String)","0.0012366639","24.99 ms","254490"
"me.prettyprint.cassandra.service.KeyspaceServiceImpl.getSlice(java.nio.ByteBuffer, org.apache.cassandra.thrift.ColumnParent, org.apache.cassandra.thrift.SlicePredicate)","0.0012332988","24.922 ms","25449"
"cc.spray.directives.PathDirectives$$anonfun$pathFilter$1$$anonfun$apply$1.apply(Object)","0.0012310224","24.876 ms","50898"
"akka.actor.LocalActorRef.isClientManaged_$qmark()","0.0012293895","24.843 ms","189241"
"cc.spray.RootService.apply(Object)","0.0012232036","24.718 ms","26009"
"me.prettyprint.cassandra.connection.HThriftClient.getCassandra(String)","0.0012127125","24.506 ms","25449"
"org.apache.thrift.transport.TFramedTransport.read(byte[], int, int)","0.0011987573","24.224 ms","25449"
"cc.spray.http.HttpHeaders$Host.productPrefix()","0.0011981635","24.212 ms","137229"
"cc.spray.RequestContext.copy$default$2()","0.001187326","23.993 ms","280491"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.toString()","0.0011855445","23.957 ms","413"
"com.google.common.collect.Iterators.get(java.util.Iterator, int)","0.0011844558","23.935 ms","25449"
"cc.spray.RootService$$anonfun$receive$1.apply(Object)","0.0011832681","23.911 ms","26009"
"cc.spray.HttpServiceLogic$$anonfun$handle$1.apply(cc.spray.RoutingResult)","0.0011831197","23.908 ms","25448"
"org.eclipse.jetty.http.HttpFields$3.<init>(org.eclipse.jetty.http.HttpFields, java.util.Enumeration)","0.0011732224","23.708 ms","137231"
"akka.dispatch.MessageInvocation.<init>(akka.actor.ActorRef, Object, akka.actor.UntypedChannel)","0.0011721337","23.686 ms","189241"
"org.eclipse.jetty.io.nio.DirectNIOBuffer.poke(int, org.eclipse.jetty.io.Buffer)","0.0011574363","23.389 ms","25440"
"com.google.common.collect.Iterables.concat(Iterable, Iterable)","0.0011360087","22.956 ms","8742"
"scala.runtime.BoxesRunTime.boxToCharacter(char)","0.0011208658","22.65 ms","52008"
"org.apache.cassandra.gms.Gossiper$GossipTask.run()","0.0011207669","22.648 ms","883"
"org.slf4j.impl.Log4jLoggerAdapter.isDebugEnabled()","0.0011176493","22.585 ms","77060"
"org.eclipse.jetty.io.nio.ChannelEndPoint.shutdownOutput()","0.0011120572","22.472 ms","457"
"cc.spray.directives.StringMatcher.apply(String)","0.001109583","22.422 ms","50898"
"org.eclipse.jetty.util.Scanner.reportScanStart(int)","0.0011000321","22.229 ms","296"
"org.eclipse.jetty.io.PooledBuffers.getHeader()","0.0010989434","22.207 ms","25765"
"org.eclipse.jetty.http.AbstractGenerator.isOpen()","0.001098597","22.2 ms","25445"
"cc.spray.directives.Combi$$anonfun$apply$3.apply(Object)","0.0010911246","22.049 ms","127245"
"me.prettyprint.cassandra.service.KeyspaceServiceImpl.<init>(String, me.prettyprint.hector.api.ConsistencyLevelPolicy, me.prettyprint.cassandra.connection.HConnectionManager, me.prettyprint.cassandra.service.FailoverPolicy, java.util.Map)","0.0010882049","21.99 ms","25449"
"org.apache.thrift.protocol.TBinaryProtocol.checkReadLength(int)","0.0010798911","21.822 ms","178143"
"cc.spray.http.parser.AcceptHeader$$anonfun$MediaRangeDef$1$$anonfun$apply$3.apply()","0.0010798911","21.822 ms","137232"
"org.apache.cassandra.thrift.SlicePredicate.write(org.apache.thrift.protocol.TProtocol)","0.0010756353","21.736 ms","25449"
"cc.spray.http.HttpHeaders$Host$$anonfun$value$2.apply(Object)","0.0010647979","21.517 ms","26009"
"org.cliffc.high_scale_lib.NonBlockingHashMap.keySet()","0.0010567316","21.354 ms","3515"
"cc.spray.RequestContext$.apply$default$4()","0.0010501003","21.22 ms","137229"
"me.prettyprint.cassandra.model.thrift.ThriftSliceQuery$1.doInKeyspace(me.prettyprint.cassandra.service.KeyspaceService)","0.0010493086","21.204 ms","25449"
"cc.spray.typeconversion.DeserializerLowerPriorityImplicits.liftToSourceOption(cc.spray.typeconversion.Deserializer)","0.0010160042","20.531 ms","25449"
"org.eclipse.jetty.server.Response.setStatus(int, String)","0.0010140743","20.492 ms","25446"
"org.eclipse.jetty.servlet.ServletHolder.getServlet()","0.0010037316","20.283 ms","137226"
"me.prettyprint.cassandra.connection.HConnectionManager.getClientFromLBPolicy(java.util.Set)","0.0010032863","20.274 ms","25449"
"org.eclipse.jetty.server.HttpConnection$Output.flush()","9.98882E-4","20.185 ms","25440"
"org.apache.cassandra.utils.AbstractStatsDeque.mean()","9.945767E-4","20.098 ms","7609"
"me.prettyprint.cassandra.serializers.StringSerializer.toByteBuffer(Object)","9.918549E-4","20.043 ms","76347"
"org.eclipse.jetty.server.HttpConnection.access$1108(org.eclipse.jetty.server.HttpConnection)","9.855207E-4","19.915 ms","137227"
"cc.spray.http.parser.AcceptHeader$$anonfun$MediaRangeDef$1$$anonfun$apply$2.apply()","9.841351E-4","19.887 ms","137234"
"org.apache.cassandra.thrift.Column.<init>()","9.82799E-4","19.86 ms","152694"
"org.parboiled.support.DefaultValueStack.<init>()","9.742378E-4","19.687 ms","411237"
"com.example.Boot$$anon$1.filter1(scala.Function1)","9.735945E-4","19.674 ms","25449"
"me.prettyprint.cassandra.model.thrift.ThriftSliceQuery.setRange(Object, Object, boolean, int)","9.720109E-4","19.642 ms","25449"
"cc.spray.directives.Combi$$anonfun$apply$3$$anonfun$apply$4.<init>(cc.spray.directives.Combi..anonfun.apply.3, scala.Product)","9.719614E-4","19.641 ms","127245"
"me.prettyprint.cassandra.model.HColumnImpl.<init>(org.apache.cassandra.thrift.Column, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer)","9.7191194E-4","19.64 ms","76347"
"org.apache.cassandra.db.MeteredFlusher.countFlushingBytes()","9.6785405E-4","19.558 ms","875"
"cc.spray.HttpService.apply(Object)","9.658746E-4","19.518 ms","25449"
"cc.spray.directives.Combi$$anonfun$apply$3.<init>(cc.spray.directives.Combi)","9.658746E-4","19.518 ms","127245"
"org.eclipse.jetty.server.HttpConnection.access$602(org.eclipse.jetty.server.HttpConnection, boolean)","9.648849E-4","19.498 ms","137226"
"cc.spray.directives.MarshallingDirectives$class.as(cc.spray.directives.MarshallingDirectives, cc.spray.typeconversion.Deserializer)","9.5622474E-4","19.323 ms","25449"
"cc.spray.directives.Combi$$anonfun$apply$3$$anonfun$apply$4.apply(Object)","9.5330505E-4","19.264 ms","76347"
"org.eclipse.jetty.server.HttpConnection.access$702(org.eclipse.jetty.server.HttpConnection, int)","9.5117715E-4","19.221 ms","137226"
"akka.dispatch.LazyExecutorServiceWrapper.executor()","9.4469445E-4","19.09 ms","189211"
"org.slf4j.helpers.FormattingTuple.<init>(String, Object[], Throwable)","9.420222E-4","19.036 ms","144944"
"org.apache.cassandra.db.ColumnFamilyStore.getTotalMemtableLiveSize()","9.281165E-4","18.755 ms","8742"
"me.prettyprint.cassandra.utils.Assert.noneNull(Object[])","9.2445454E-4","18.681 ms","76347"
"org.eclipse.jetty.http.HttpParser.isChunking()","9.2153484E-4","18.622 ms","137227"
"cc.spray.http.HttpResponse.<init>(cc.spray.http.StatusCode, scala.collection.immutable.List, scala.Option, cc.spray.http.HttpProtocol)","9.203472E-4","18.598 ms","25454"
"akka.event.EventHandler$.hasListeners()","9.0762915E-4","18.341 ms","26023"
"org.apache.thrift.protocol.TBinaryProtocol.writeBinary(java.nio.ByteBuffer)","9.0144336E-4","18.216 ms","76347"
"com.example.Boot$$anon$1.as(cc.spray.typeconversion.Deserializer)","9.011959E-4","18.211 ms","25449"
"me.prettyprint.cassandra.model.AbstractBasicQuery.<init>(me.prettyprint.hector.api.Keyspace, me.prettyprint.hector.api.Serializer, me.prettyprint.hector.api.Serializer)","9.0114644E-4","18.21 ms","25449"
"org.eclipse.jetty.server.HttpConnection.access$302(org.eclipse.jetty.server.HttpConnection, boolean)","8.9560397E-4","18.098 ms","137226"
"cc.spray.directives.MarshallingDirectives$class.content(cc.spray.directives.MarshallingDirectives, cc.spray.typeconversion.Deserializer)","8.8738924E-4","17.932 ms","25449"
"org.eclipse.jetty.server.AbstractConnector.isLowResources()","8.8699337E-4","17.924 ms","25438"
"org.eclipse.jetty.server.AsyncContinuation.scheduleDispatch()","8.8639953E-4","17.912 ms","25359"
"me.prettyprint.cassandra.connection.HThriftClient.getCassandra()","8.831829E-4","17.847 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotV.length()","8.7650225E-4","17.712 ms","93399"
"cc.spray.RequestContext.copy$default$4()","8.659122E-4","17.498 ms","203592"
"cc.spray.directives.MiscDirectives$RouteConcatenation$$anonfun$$tilde$1$$anonfun$apply$5$$anonfun$apply$6.apply(Object)","8.657637E-4","17.495 ms","25448"
"com.example.Boot$$anon$1.content(cc.spray.typeconversion.Deserializer)","8.622007E-4","17.423 ms","25449"
"me.prettyprint.cassandra.model.AbstractSliceQuery.setRange(Object, Object, boolean, int)","8.614584E-4","17.408 ms","25449"
"org.eclipse.jetty.server.HttpConnection.getMaxIdleTime()","8.4705785E-4","17.117 ms","25438"
"org.eclipse.jetty.server.HttpConnection.access$502(org.eclipse.jetty.server.HttpConnection, boolean)","8.447815E-4","17.071 ms","137226"
"cc.spray.HttpServiceLogic$class.convertRejections(cc.spray.HttpServiceLogic, cc.spray.RoutingResult)","8.332017E-4","16.837 ms","25448"
"cc.spray.directives.MiscDirectives$RouteConcatenation$$anonfun$$tilde$1$$anonfun$apply$5$$anonfun$apply$6.apply(cc.spray.RoutingResult)","8.331522E-4","16.836 ms","25448"
"akka.event.EventHandler$$anonfun$debug$1.apply()","8.273128E-4","16.718 ms","26001"
"org.eclipse.jetty.server.HttpConnection.access$402(org.eclipse.jetty.server.HttpConnection, boolean)","8.2726334E-4","16.717 ms","137226"
"org.eclipse.jetty.io.nio.SelectChannelEndPoint.flush(org.eclipse.jetty.io.Buffer, org.eclipse.jetty.io.Buffer, org.eclipse.jetty.io.Buffer)","8.216714E-4","16.604 ms","25492"
"cc.spray.directives.NumberMatcher$mcJ$sp.minusOne()","8.119721E-4","16.408 ms","152694"
"com.google.common.collect.Iterables$4.next()","8.081616E-4","16.331 ms","20983"
"com.google.common.collect.Iterators$5.next()","8.077162E-4","16.322 ms","26234"
"com.google.common.base.Preconditions.checkNotNull(Object)","8.0296554E-4","16.226 ms","154858"
"org.apache.cassandra.db.ColumnFamilyStore.all()","8.0113456E-4","16.189 ms","1750"
"me.prettyprint.cassandra.service.Operation.<init>(me.prettyprint.cassandra.service.OperationType, me.prettyprint.cassandra.service.FailoverPolicy, String, java.util.Map)","7.9762103E-4","16.118 ms","25449"
"com.example.EvseService$$anonfun$2.apply(Object)","7.9455285E-4","16.056 ms","25449"
"org.eclipse.jetty.http.HttpGenerator.isBufferFull()","7.8658556E-4","15.895 ms","25441"
"me.prettyprint.cassandra.connection.RoundRobinBalancingPolicy.getAndIncrement(int)","7.7866775E-4","15.735 ms","25449"
"org.eclipse.jetty.server.HttpConnection.isIncluding()","7.777275E-4","15.716 ms","101775"
"org.eclipse.jetty.io.AbstractBuffer.skip(int)","7.7272934E-4","15.615 ms","50890"
"cc.spray.directives.StringMatcher.apply(Object)","7.701561E-4","15.563 ms","50898"
"me.prettyprint.cassandra.model.AbstractSliceQuery.getPredicate()","7.6496E-4","15.458 ms","25449"
"cc.spray.connectors.ConnectorServlet$$anonfun$respond$2.apply(Object)","7.635744E-4","15.43 ms","25446"
"org.apache.thrift.transport.TSocket.isOpen()","7.574381E-4","15.306 ms","50898"
"org.apache.thrift.protocol.TBinaryProtocol.writeFieldStop()","7.556071E-4","15.269 ms","101796"
"org.eclipse.jetty.io.ByteArrayBuffer.<init>(byte[])","7.5258844E-4","15.208 ms","25445"
"org.cliffc.high_scale_lib.NonBlockingHashMap$SnapshotV.key(int)","7.4887695E-4","15.133 ms","90568"
"me.prettyprint.cassandra.service.KeyspaceServiceImpl$7.<init>(me.prettyprint.cassandra.service.KeyspaceServiceImpl, me.prettyprint.cassandra.service.OperationType, me.prettyprint.cassandra.service.FailoverPolicy, String, java.util.Map, java.nio.ByteBuffer, org.apache.cassandra.thrift.ColumnParent, org.apache.cassandra.thrift.SlicePredicate)","7.4170146E-4","14.988 ms","25449"
"org.apache.cassandra.thrift.ColumnParent.<init>(String)","7.338826E-4","14.83 ms","25449"
"org.apache.cassandra.locator.AdaptiveLatencyTracker.score()","7.324475E-4","14.801 ms","7807"
"cc.spray.utils.PimpedProduct.productJoin(scala.Product)","7.3234853E-4","14.799 ms","76347"
"org.apache.cassandra.thrift.SliceRange.<init>()","7.2165945E-4","14.583 ms","25449"
"org.cliffc.high_scale_lib.NonBlockingHashMap.access$800(Object[])","7.194821E-4","14.539 ms","93398"
"cc.spray.directives.SprayRoute1$$anonfun$apply$2.apply(Object)","7.1260345E-4","14.4 ms","25449"
"org.apache.thrift.protocol.TBinaryProtocol.readStructBegin()","7.07061E-4","14.288 ms","178143"
"org.eclipse.jetty.util.thread.QueuedThreadPool.access$600(org.eclipse.jetty.util.thread.QueuedThreadPool)","7.040423E-4","14.227 ms","23033"
